Nom,Dosage,Forme,DCI,Classe,Sous Classe,Indications,G/P/B
METHOTREXATE BIODIM,5mg/2ML,Solution injectable,METHOTREXATE,ANTINEOPLASIQUES ET IMMUNOMODULATEURS,ANTINEOPLASIQUES,"ONCOLOGIE:
- Choriocarcinome placentaire - Adénocarcinomes mammaires et ovariens:
traitement adjuvant ou aprés rechute - Carcinomes de bronches à
petites cellules - Carcinomes de voies aérodigestives supérieures -
Carcinomes vésicaux - Prévention et",Générique
METHOTREXATE BIODIM,25 mg/ml,Solution injectable,METHOTREXATE,ANTINEOPLASIQUES ET IMMUNOMODULATEURS,ANTINEOPLASIQUES,"ONCOLOGIE:
- Choriocarcinome placentaire - Adénocarcinomes mammaires et ovariens:
traitement adjuvant ou aprés rechute - Carcinomes de bronches à
petites cellules - Carcinomes de voies aérodigestives supérieures -
Carcinomes vésicaux - Prévention et",Générique
METHOTREXATE EBEWE,50 MG,Solution injectable,METHOTREXATE,ANTINEOPLASIQUES ET IMMUNOMODULATEURS,ANTINEOPLASIQUES,"LEUCOSES AIGUES, CHORIO-EPITHELIOME, TUMEURS
TESTICULAIRES, NEOPLASIES DIVERSES",Générique
METHOTREXATE VIATRIS,100mg/ml,Solution injectable,METHOTREXATE,ANTINEOPLASIQUES ET IMMUNOMODULATEURS,ANTINEOPLASIQUES,"- Choriocarcinomes placentaires;
- Adénocarcinomes mammaire et ovarien: traitement adjuvant ou après
rechute;
- Carcinomes des voies aérodigestives supérieures;
- Carcinomes vésicaux;
- Carcinomes bronchiques à petites cellules;
- Leucémies aiguës ly",Générique
METHOTREXATE VIATRIS,50 mg/2ml,Solution injectable,METHOTREXATE,ANTINEOPLASIQUES ET IMMUNOMODULATEURS,ANTINEOPLASIQUES,"- Choriocarcinomes placentaires;
- Adénocarcinomes mammaire et ovarien: traitement adjuvant ou après
rechute;
- Carcinomes des voies aérodigestives supérieures;
- Carcinomes vésicaux;
- Carcinomes bronchiques à petites cellules;
- Leucémies aiguës ly",Générique
METHOTREXATE VIATRIS,25 mg/ml,Solution injectable,METHOTREXATE,ANTINEOPLASIQUES ET IMMUNOMODULATEURS,ANTINEOPLASIQUES,"- Choriocarcinomes placentaires;
- Adénocarcinomes mammaire et ovarien: traitement adjuvant ou après
rechute;
- Carcinomes des voies aérodigestives supérieures;
- Carcinomes vésicaux;
- Carcinomes bronchiques à petites cellules;
- Leucémies aiguës ly",Générique
METHOTREXATE VIATRIS,5 mg/2ml,Solution injectable,METHOTREXATE,ANTINEOPLASIQUES ET IMMUNOMODULATEURS,ANTINEOPLASIQUES,"- Choriocarcinomes placentaires;
- Adénocarcinomes mammaires et ovarien: traitement adjuvant ou après
rechute,
- Carcinomes des voies aérodigestives supérieures;
- Carcinomes vésicaux;
- Carcinomes bronchiques à petites cellules;
- Prévention et trai",Générique
METHYLDOPA TERIAK,250 mg,Comprimé pelliculé,METHYLDOPA,SYSTEME CARDIOVASCULAIRE,ANTIHYPERTENSEURS,Hypertension artérielle modérée ou sévère,Générique
METHYLDOPA TERIAK,250 mg,Comprimé pelliculé,METHYLDOPA,SYSTEME CARDIOVASCULAIRE,ANTIHYPERTENSEURS,Hypertension artérielle modérée ou sévère,Générique
METHYLPREDNISOLONE VIATRIS,500 MG,Pdre p.prep.injectable,METHYLPREDNISOLONE,"HORMONES SYSTEMIQUES, HORMONES SEXUELLES EXCLUES",CORTICOSTEROIDES (USAGE SYSTEMIQUE),"Les indications sont celles de la corticothérapie générale, lorsque
des posologies élévées sont nécessaires en particulier:
- manifestations extra-rénales de certaines maladies systémiques
telles que le lupus érythémateux disséminé, en cas d'échec de",Générique
METOTREKSAT EBEWE,2.5 MG,Comprimé,METHOTREXATE,ANTINEOPLASIQUES ET IMMUNOMODULATEURS,ANTINEOPLASIQUES,"- PSORIASIS DE L'ADULTE;
- POLYARTHRITE RHUMATOIDE;
- CHORIOCARCINOMES;
- ADENOCARCINOMES MAMMAIRES ET OVARIENS: TRAITEMENT ADJUVANT OU APRES
RECHUTE;
- EPITHELIOMA DE LA TETE ET DU COU;
- CARCINOME BRONCHIQUE A PETITES CELLULES;
- TRAITEMENT D'ENTRE",Générique
METROGYL,250 MG,Comprimé pelliculé,METRONIDAZOLE,ANTIINFECTIEUX GENERAUX A USAGE SYSTEMIQUE,ANTIBACTERIENS (USAGE SYSTEMIQUE),"Elles procèdent de l'activité antiparasitaire et antibactérienne du
métronidazole et de ses caractéristiques pharmacocinétiques. Elles
tiennent compte à la fois des études cliniques auxquelles a donné lieu
ce médicament et de sa place dans l'éventail",Générique
METROGYL,0.50%,Solution injectable pour perfusion,METRONIDAZOLE,ANTIPARASITAIRES - INSECTICIDES,ANTIPROTOZOAIRES,"1/ traitement curatif des infections médico-chirurgicales à germes
anaérobies sensibles.
2/ traitement préventif des infections postopératoires à germes
anaérobies sensibles lors des interventions chirurgicales digestives
ou proctologiques, en associ",Générique
METROGYL,0.50%,Solution injectable pour perfusion,METRONIDAZOLE,ANTIINFECTIEUX GENERAUX A USAGE SYSTEMIQUE,ANTIBACTERIENS (USAGE SYSTEMIQUE),"1/ traitement curatif des infections médico-chirurgicales à germes
anaérobies sensibles.
2/ traitement préventif des infections postopératoires à germes
anaérobies sensibles lors des interventions chirurgicales digestives
ou proctologiques, en associ",Générique
METROGYL,250 MG,Comprimé pelliculé,METRONIDAZOLE,ANTIINFECTIEUX GENERAUX A USAGE SYSTEMIQUE,ANTIBACTERIENS (USAGE SYSTEMIQUE),"Elles procèdent de l'activité antiparasitaire et antibactérienne du
métronidazole et de ses caractéristiques pharmacocinétiques. Elles
tiennent compte à la fois des études cliniques auxquelles a donné lieu
ce médicament et de sa place dans l'éventail",Générique
METROJECT,0.50%,Solution injectable pour perfusion,METRONIDAZOLE,ANTIINFECTIEUX GENERAUX A USAGE SYSTEMIQUE,ANTIBACTERIENS (USAGE SYSTEMIQUE),"Elles procèdent de l'activité antibactérienne et antiparasitaire du
métronidazole et de ses caractéristiques pharmacocinétiques. Elles
tiennent compte à la fois des études cliniques auxquelles a donné lieu
ce médicament et de sa place dans l'éventail",Générique
METROJECT,0.50%,Solution injectable pour perfusion,METRONIDAZOLE,ANTIPARASITAIRES - INSECTICIDES,ANTIPROTOZOAIRES,"Elles procèdent de l'activité antibactérienne et antiparasitaire du
métronidazole et de ses caractéristiques pharmacocinétiques. Elles
tiennent compte à la fois des études cliniques auxquelles a donné lieu
ce médicament et de sa place dans l'éventail",Générique
METROL,0.25 mg/ml,Gouttes buvables,METHYLERGOMETRINE,SYSTEME GENITO URINAIRE ET HORMONES SEXUELLES,AUTRES MEDICAMENTS GYNECOLOGIQUES,"- En relais des ocytociques par voie parentérale,dans les hémorragies
de la délivrance et du post-partum liées à une atonie utérine. Les
formes  orales ne sont pas adaptées à la phase aigue en cas d'urgence,
- Métrorragies de suites de couches liées",Générique
METRONIDAZOLE,0.50%,Solution injectable,METRONIDAZOLE,ANTIINFECTIEUX GENERAUX A USAGE SYSTEMIQUE,ANTIBACTERIENS (USAGE SYSTEMIQUE),"TRAITEMENT CURATIF DES INFECTIONS MEDICO-CHIRURGICALES A GERMES
ANAEROBIES SENSIBLES.
TRAITEMENT PREVENTIF DES INFECTIONS A GERMES ANAEROBIES SENSIBLES LORS
DES INTERVENTIONS CHIRURGICALES COMPORTANT UN HAUT RISQUE DE SURVENUE
DE CE TYPE D'INFECTION.",Générique
METRONIDAZOLE,0.50%,Solution injectable,METRONIDAZOLE,ANTIPARASITAIRES - INSECTICIDES,ANTIPROTOZOAIRES,"TRAITEMENT CURATIF DES INFECTIONS MEDICO-CHIRURGICALES A GERMES
ANAEROBIES SENSIBLES.
TRAITEMENT PREVENTIF DES INFECTIONS A GERMES ANAEROBIES SENSIBLES LORS
DES INTERVENTIONS CHIRURGICALES COMPORTANT UN HAUT RISQUE DE SURVENUE
DE CE TYPE D'INFECTION.",Générique
METRONIDAZOLE  BAXTER S.P.A,0.50%,Solution injectable,METRONIDAZOLE,ANTIINFECTIEUX GENERAUX A USAGE SYSTEMIQUE,ANTIBACTERIENS (USAGE SYSTEMIQUE),"1/ TRAITEMENT CURATIF DES INFECTIONS MEDICO-CHIRURGICALES A GERMES
ANAEROBIES SENSIBLES.
2/ TRAITEMENT PREVENTIF DES INFECTIONS POSTOPERATOIRES A GERMES
ANAEROBIES SENSIBLES LORS DES INTERVENTIONS CHIRURGICALES DIGESTIVES
OU PROCTOLOGIQUES, EN ASSOCI",Générique
METRONIDAZOLE  BAXTER S.P.A,0.50%,Solution injectable,METRONIDAZOLE,ANTIPARASITAIRES - INSECTICIDES,ANTIPROTOZOAIRES,"1/ TRAITEMENT CURATIF DES INFECTIONS MEDICO-CHIRURGICALES A GERMES
ANAEROBIES SENSIBLES.
2/ TRAITEMENT PREVENTIF DES INFECTIONS POSTOPERATOIRES A GERMES
ANAEROBIES SENSIBLES LORS DES INTERVENTIONS CHIRURGICALES DIGESTIVES
OU PROCTOLOGIQUES, EN ASSOCI",Générique
METRONIDAZOLE BIOSEDRA,500mg/100ml,Solution injectable,METRONIDAZOLE,ANTIPARASITAIRES - INSECTICIDES,ANTIPROTOZOAIRES,"- traitement curatif des infections médicochirurgicales a germes
anaérobies sensibles.
-  la prophylaxie des infections  post-opératoires à germes
anaérobies sensibles lors d'interventions chirurgicales digestive ou
proctologique, en association à un",Générique
METRONIDAZOLE BIOSEDRA,500mg/100ml,Solution injectable,METRONIDAZOLE,ANTIINFECTIEUX GENERAUX A USAGE SYSTEMIQUE,ANTIBACTERIENS (USAGE SYSTEMIQUE),"- traitement curatif des infections médicochirurgicales a germes
anaérobies sensibles.
-  la prophylaxie des infections  post-opératoires à germes
anaérobies sensibles lors d'interventions chirurgicales digestive ou
proctologique, en association à un",Générique
METRONIDAZOLE BRAUN,0.50%,Solution injectable,METRONIDAZOLE,ANTIPARASITAIRES - INSECTICIDES,ANTIPROTOZOAIRES,"- TRAITEMENT CURATIF DES INFECTIONS MEDICO-CHIRURGICALES A GERMES
ANAEROBIES SENSIBLES.
- TRAITEMENT PREVENTIF DES INFECTIONS A GERMES ANAEROBIES SENSIBLES
LORS DES INTERVENTIONS CHIRURGICALES COMPORTANT UN HAUT RISQUE DE
SURVENUE DE CE TYPE D'INFECT",Générique
METRONIDAZOLE BRAUN,0.50%,Solution injectable,METRONIDAZOLE,ANTIINFECTIEUX GENERAUX A USAGE SYSTEMIQUE,ANTIBACTERIENS (USAGE SYSTEMIQUE),"- TRAITEMENT CURATIF DES INFECTIONS MEDICO-CHIRURGICALES A GERMES
ANAEROBIES SENSIBLES.
- TRAITEMENT PREVENTIF DES INFECTIONS A GERMES ANAEROBIES SENSIBLES
LORS DES INTERVENTIONS CHIRURGICALES COMPORTANT UN HAUT RISQUE DE
SURVENUE DE CE TYPE D'INFECT",Générique
METRONIDAZOLE INFOMED,0.50%,Solution injectable pour perfusion,METRONIDAZOLE,ANTIINFECTIEUX GENERAUX A USAGE SYSTEMIQUE,ANTIBACTERIENS (USAGE SYSTEMIQUE),"Elles procèdent de l'activité antibactérienne et antiparasitaire du
métronidazole et de ses caractéristiques pharmacocinétiques. Elles
tiennent compte à la fois des études cliniques auxquelles a donné lieu
ce médicament et de sa place dans l'éventail",Générique
METRONIDAZOLE OPALIA,4%,Suspension buvable,METRONIDAZOLE,ANTIINFECTIEUX GENERAUX A USAGE SYSTEMIQUE,ANTIBACTERIENS (USAGE SYSTEMIQUE),"-AMIBIASES,
-TRICHOMONASES UROGENITALES,
-VAGINITES NON SPECIFIQUES,
-LAMBLIASES,
-TRAITEMENT CURATIF DES INFECTIONS A GERMES ANAEROBIES SENSIBLES LORS
DES INTERVENTIONS CHIRURGICALES COMPORTANT UN HAUT RISQUE DE SURVENUE
DE CE TYPE D'INFECTION.
-REL",Générique
MEVIROX,200 MG,Comprimé,ACICLOVIR,MEDICAMENTS DERMATOLOGIQUES,ANTIBIOTIQUES ET CHIMIOTHERAPIE A USAGE DERMATOLOGIQUE,"* Prévention des infections à Virus Herpes Simplex chez les sujets
immunodéprimés.
* Chez le sujet immunocompétent:
-Infections cutanées ou muqueuses:
. Traitement des infections herpétiques cutanées ou muqueuses sévères
(il s'agit en général de prim",Générique
MEVIROX 250,250 MG,Pdre p.prep.injectable,ACICLOVIR,ANTIINFECTIEUX GENERAUX A USAGE SYSTEMIQUE,ANTIVIRAUX (USAGE SYSTEMIQUE),"1- Chez le sujet immunodéprimé:
- Infections à virus Varicelle Zona (VZV),
- Infections à virus Herpes Simplex (HSV),
2- Chez le sujet immunocompétent:
* Infections à VZV
- Zona grave par l'extension ou par l'évolutivité des lésions,
- Varicelle chez",Générique
MEVIROX 250,250 MG,Pdre p.prep.injectable,ACICLOVIR,ANTIINFECTIEUX GENERAUX A USAGE SYSTEMIQUE,ANTIVIRAUX (USAGE SYSTEMIQUE),"1- Chez le sujet immunodéprimé:
- Infections à virus Varicelle Zona (VZV),
- Infections à virus Herpes Simplex (HSV),
2- Chez le sujet immunocompétent:
* Infections à VZV
- Zona grave par l'extension ou par l'évolutivité des lésions,
- Varicelle chez",Générique
MEVIROX 500,500 MG,Pdre p.prep.injectable,ACICLOVIR,ANTIINFECTIEUX GENERAUX A USAGE SYSTEMIQUE,ANTIVIRAUX (USAGE SYSTEMIQUE),"1- Chez le sujet immunodéprimé:
- Infections à virus Varicelle Zona (VZV),
- Infections à virus Herpes Simplex (HSV),
2- Chez le sujet immunocompétent:
* Infections à VZV
- Zona grave par l'extension ou par l'évolutivité des lésions,
- Varicelle chez",Générique
MEXINE,200 MG,Solution injectable,CIMETIDINE,APPAREIL DIGESTIF ET METABOLISME,MEDICAMENTS LIES A DES PROBLEMES D'ACIDITE,"- Ulcère gastrique ou duodénal évolutif,
- Traitement de l'oesophagite secondaire au reflux gastro-oesophagien.
-Syndrome de Zollinger-Ellison.",Générique
MEXINE,200 MG,Solution injectable,CIMETIDINE,APPAREIL DIGESTIF ET METABOLISME,MEDICAMENTS LIES A DES PROBLEMES D'ACIDITE,"- Ulcère gastrique ou duodénal évolutif,
- Traitement de l'oesophagite secondaire au reflux gastro-oesophagien.
-Syndrome de Zollinger-Ellison.",Générique
MG 2 PLUS,122mg/10 ml,Solution buvable,MAGNESIUM,APPAREIL DIGESTIF ET METABOLISME,COMPLEMENTS MINERAUX,"- Carences magnésiques avérées, isolées ou associées.
- Utilisé, en l'absence d'activité spécifique actuellement démontrée,
dans le traitement des manifestations fonctionnelles des crises
d'anxiété avec hyperventilation (tétanie constitutionnelle, ég",Générique
MG 2 PLUS,,Solution buvable,MAGNESIUM,APPAREIL DIGESTIF ET METABOLISME,COMPLEMENTS MINERAUX,"- Carences magnésiques isolées ou associées.
- Utilisé, en l'absence d'activité spécifique actuellement démontrée,
dans le traitement des manifestations fonctionnelles des crises
d'anxiété avec hyperventilation (tétanie constitutionnelle, également
d",Générique
MI-DIABENIL,2.5 MG,Comprimé,GLIBENCLAMIDE,APPAREIL DIGESTIF ET METABOLISME,MEDICAMENT UTILISE DANS LE TRAITEMENT DU DIABETE,"Dibète de l'adulte non équilibré par un régime hypocalorique et
hypoglucidique bien conduit.",Générique
MIACIN,500 MG,Solution injectable,AMIKACINE,ANTIINFECTIEUX GENERAUX A USAGE SYSTEMIQUE,ANTIBACTERIENS (USAGE SYSTEMIQUE),"INFECTIONS A BACILLES GRAM- NOTAMMENT DANS LEURS MANIFESTATIONS
RENALES ET UROLOGIQUES:
L'AMIKACINE PEUT ETRE ASSOCIEE A UN AUTRE ANTIBIOTIQUE DANS CERTAINES
INFECTIONS A GERMES SENSIBLES EN PARTICULIER DANS LEURS MANIFESTATIONS
RENALES, UROLOGIQUES",Générique
MIBRAL,5 MG,Comprimé sécable,AMLODIPINE,SYSTEME CARDIOVASCULAIRE,INHIBITEURS DES CANAUX DU CALCIUM,"- Traitement préventif des crises d'angor:  angor d'effort, angor
spontané (dont l'angor de Prinzmetal).
- Hypertension artérielle.",Générique
MIBRAL,10 MG,Comprimé sécable,AMLODIPINE,SYSTEME CARDIOVASCULAIRE,INHIBITEURS DES CANAUX DU CALCIUM,"Traitement préventif des crises d'angor : angor d'effort, angor
spontané (dont l'angor de Prinzmetal).
Hypertension artérielle.",Générique
MIBRAL,10 MG,Comprimé sécable,AMLODIPINE,SYSTEME CARDIOVASCULAIRE,INHIBITEURS DES CANAUX DU CALCIUM,"- Hypertension
- Angor chronique stable
- Angor vasospastique (syndrome de Prinzmetal)",Générique
MIBRAL,5 MG,Comprimé sécable,AMLODIPINE,SYSTEME CARDIOVASCULAIRE,INHIBITEURS DES CANAUX DU CALCIUM,"- Hypertension
- Angor chronique stable
- Angor vasospastique (syndrome de Prinzmetal)",Générique
MIBRAL 10,10 MG,Comprimé sécable,AMLODIPINE,SYSTEME CARDIOVASCULAIRE,INHIBITEURS DES CANAUX DU CALCIUM,"- Hypertension
- Angor chronique stable
- Angor vasospastique (syndrome de Prinzmetal)",Générique
MIBRAL 5,5 MG,Comprimé sécable,AMLODIPINE,SYSTEME CARDIOVASCULAIRE,INHIBITEURS DES CANAUX DU CALCIUM,"- Hypertension
- Angor chronique stable
- Angor vasospastique (syndrome de Prinzmetal)",Générique
MICARDIS,80 mg,Comprimé,TELMISARTAN,SYSTEME CARDIOVASCULAIRE,AGENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE,"Hypertension:
Traitement de l'hypertension artérielle essentielle chez l'adulte.
Prévention cardiovasculaire:
Réduction de la morbidité cardiovasculaire chez les patients
présentant :
une maladie cardiovasculaire athérothrombotique connue (antécédent",Princeps
MICARDIS,40 mg,Comprimé,TELMISARTAN,SYSTEME CARDIOVASCULAIRE,AGENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE,Traitement de l'hypertension artérielle essentielle chez l'adulte.,Princeps
MICARDISPLUS,80 mg/25 mg,Comprimé,TELMISARTAN+HYDROCHLOROTHIAZIDE,SYSTEME CARDIOVASCULAIRE,AGENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE,"Traitement de l'hypertension artérielle essentielle.
L'association à doses fixes MicardisPlus (telmisartan 80
mg/hydrochlorothiazide 25 mg) est indiquée chez les patients dont la
pression artérielle n'est pas suffisamment contrôlée sous MicardisPlus
",Princeps
MICARDISPLUS,80 mg/12.5 mg,Comprimé,TELMISARTAN+HYDROCHLOROTHIAZIDE,SYSTEME CARDIOVASCULAIRE,AGENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE,"Traitement de l'hypertension artérielle essentielle.
L'association à doses fixes MicardisPlus (telmisartan 80
mg/hydrochlorothiazide 12.5 mg) est indiquée chez les patients dont la
pression artérielle n'est pas suffisamment contrôlée par le
termisart",Princeps
MICORAL,2%,Gel buccal,MICONAZOLE,APPAREIL DIGESTIF ET METABOLISME,PREPARATIONS STOMATOLOGIQUES,"Traitement  des mycoses de la cavité buccale de l'adulte et de
l'enfant agé de 4 mois et plus: muguet, perlèche, glossites,
gingivites, stomatites",Générique
MICROGYNON 30,30 µG,Comprimé drageifié,ETHINYLESTRADIOL+LEVONORGESTREL,SYSTEME GENITO URINAIRE ET HORMONES SEXUELLES,HORMONES SEXUELLES ET MODULATEURS DU SYSTEME GENITAL,"Contraception orale.
La décision de prescrire Microgynon doit être prise en tenant compte
des facteurs de risque de la patiente, notamment ses facteurs de
risque de thrombo-embolie veineuse (TEV), ainsi que du risque de TEV
associé à l'utilisation de",Princeps
MICROLUTON,30 µG,Comprimé pelliculé,LEVONORGESTREL,SYSTEME GENITO URINAIRE ET HORMONES SEXUELLES,HORMONES SEXUELLES ET MODULATEURS DU SYSTEME GENITAL,CONTRACEPTION ORALE,Princeps
MICROPAQUE,,Suspension buvable,BARYUM SULFATE,DIVERS,PRODUITS DE CONTRASTE,"Ce médicament est à usage diagnostique uniquement.
Produit de contraste destiné à être utilisé pour :
· Exploration radiologique conventionnelle de l'osophage, estomac,
duodénum et côlon
· en double contraste ou en réplétion.
· Transit du grêle.",Princeps
MICROPAQUE,,Suspension buvable,BARYUM SULFATE,DIVERS,PRODUITS DE CONTRASTE,"Ce médicament est à usage diagnostique uniquement.
Produit de contraste destiné à être utilisé pour :
· Exploration radiologique conventionnelle de l'osophage, estomac,
duodénum et côlon
· en double contraste ou en réplétion.
· Transit du grêle.",Princeps
MICROVAL,30 µG,Comprime enrobé,LEVONORGESTREL,SYSTEME GENITO URINAIRE ET HORMONES SEXUELLES,HORMONES SEXUELLES ET MODULATEURS DU SYSTEME GENITAL,CONTRACEPTION ORALE,Princeps
MIDAZOLAM AGUETTANT,5 mg/ml,Solution injectable,MIDAZOLAM,SYSTEME NERVEUX,PSYCHOLEPTIQUES,"Midazolam Aguettant est un hypnotique et un sédatif à action rapide
dont les indications sont :
1/ Chez l'adulte
* Sédation vigile, avant et pendant les procédures à visée
diagnostique ou thérapeutique, avec ou sans anesthésie locale.
* Anesthésie
-",Générique
